Timestamp,Stage,Action,User,Details
2026-01-04T18:49:17.813Z,3,TICKET_SPAWN,System,{"ticketId":"9d09c34c-1a75-474e-854e-debbac69cdf0"}
2026-01-04T18:49:18.570Z,3,TICKET_TAKEN,participant,{"ticketId":"8f480ed4-0d95-410e-92c7-1b7bf3daf623"}
2026-01-04T18:49:22.298Z,3,AI_ASK,participant,{"ticketId":"8f480ed4-0d95-410e-92c7-1b7bf3daf623";"found":true}
2026-01-04T18:49:25.481Z,3,TICKET_SOLVE,participant,{"ticketId":"8f480ed4-0d95-410e-92c7-1b7bf3daf623";"kb":"kb_102"}
2026-01-04T18:49:33.814Z,3,TICKET_SPAWN,System,{"ticketId":"a9c9690d-08e0-4ca5-bfc5-70bea04dfaf2"}
2026-01-04T18:50:05.393Z,4,STAGE_START,ADMIN,{"stage":4}
2026-01-04T18:50:21.820Z,4,TICKET_SPAWN,System,{"ticketId":"dfd15dbe-352c-4e42-9c29-92dd20c6dbf9"}
2026-01-04T18:50:30.373Z,4,TICKET_TAKEN,participant,{"ticketId":"dfd15dbe-352c-4e42-9c29-92dd20c6dbf9"}
2026-01-04T18:50:33.160Z,4,DELEGATE_REQUEST,participant,{"ticketId":"dfd15dbe-352c-4e42-9c29-92dd20c6dbf9";"bot":"Елена Новикова"}
2026-01-04T18:50:36.164Z,4,BOT_ACCEPT,Елена Новикова,{"ticketId":"dfd15dbe-352c-4e42-9c29-92dd20c6dbf9"}
2026-01-04T18:50:50.558Z,4,BOT_SOLVE,Елена Новикова,{"ticketId":"dfd15dbe-352c-4e42-9c29-92dd20c6dbf9"}
2026-01-04T18:50:53.825Z,4,TICKET_SPAWN,System,{"ticketId":"0a55b87c-3dd0-4bb1-a17c-49b42cfdba6b"}
2026-01-04T18:51:09.827Z,4,TICKET_SPAWN,System,{"ticketId":"da7cebbf-ecd3-4427-8b99-afbde8ee5284"}
2026-01-04T18:51:25.831Z,4,TICKET_SPAWN,System,{"ticketId":"a531fa93-2327-4a39-b9a4-833ce671c1dd"}
2026-01-04T21:09:14.973Z,1,TICKET_SPAWN,System,{"id":"36a33a1b-e0e0-4c6d-b9bf-a3f3543914ba";"critical":false}
2026-01-04T21:09:54.972Z,1,TICKET_SPAWN,System,{"id":"150310c9-530e-4208-839c-7e1127fae1ec";"critical":false}
2026-01-04T21:10:07.614Z,1,SOLVE,participant,{"id":"150310c9-530e-4208-839c-7e1127fae1ec"}
2026-01-04T21:10:57.782Z,1,TICKET_SPAWN,System,{"id":"617fc9ce-945f-44e6-8627-f409cb825d46";"critical":false}
2026-01-04T21:11:37.786Z,2,TICKET_SPAWN,System,{"id":"9136eeb5-35da-444b-8398-e6ac499d53dd";"critical":false}
2026-01-04T21:17:10.665Z,1,TICKET_SPAWN,System,{"ticketId":"a2e85824-11ac-48b0-be2b-05a74fa75e70"}
2026-01-04T21:17:23.943Z,2,STAGE_START,ADMIN,{"stage":2}
2026-01-04T21:17:26.663Z,2,TICKET_SPAWN,System,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b"}
2026-01-04T21:17:34.664Z,2,TICKET_SPAWN,System,{"ticketId":"9ad748be-497f-495d-bc60-d983710f0f07"}
2026-01-04T21:17:55.045Z,2,TICKET_TAKEN,participant,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b"}
2026-01-04T21:17:56.651Z,2,DELEGATE_REQUEST,participant,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b";"bot":"Иван Петров"}
2026-01-04T21:18:00.520Z,2,BOT_REFUSAL,Иван Петров,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b"}
2026-01-04T21:18:06.669Z,2,TICKET_SPAWN,System,{"ticketId":"33fed826-744b-4151-b032-36f9af43fb02"}
2026-01-04T21:18:09.323Z,2,DELEGATE_REQUEST,participant,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b";"bot":"Елена Новикова"}
2026-01-04T21:18:12.328Z,2,BOT_ACCEPT,Елена Новикова,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b"}
2026-01-04T21:18:22.900Z,2,BOT_SOLVE,Елена Новикова,{"ticketId":"ce2b7a16-f245-4bf8-854b-8a60ee3fe53b"}
2026-01-04T21:18:38.672Z,2,TICKET_SPAWN,System,{"ticketId":"ed82ff9d-9029-4cf2-a679-04af30b729d1"}
2026-01-04T21:19:18.677Z,2,TICKET_SPAWN,System,{"ticketId":"329d75a0-87d6-4e45-a548-cb378f7b3060"}
2026-01-04T21:19:22.896Z,3,STAGE_START,ADMIN,{"stage":3}
2026-01-04T21:20:30.692Z,3,TICKET_SPAWN,System,{"ticketId":"ddd21bdb-de59-46b0-b9e1-6738849ffa0e"}
2026-01-04T21:20:54.693Z,3,TICKET_SPAWN,System,{"ticketId":"9b9fdef9-c968-4507-aa86-072cbe5ede0e"}
2026-01-04T21:21:02.211Z,3,AI_ASK,participant,{"ticketId":"9b9fdef9-c968-4507-aa86-072cbe5ede0e";"found":true}
2026-01-04T21:21:12.745Z,3,TICKET_TAKEN,participant,{"ticketId":"9b9fdef9-c968-4507-aa86-072cbe5ede0e"}
2026-01-04T21:21:33.921Z,3,AI_ASK,participant,{"ticketId":"9b9fdef9-c968-4507-aa86-072cbe5ede0e";"found":true}
2026-01-04T21:21:34.698Z,3,TICKET_SPAWN,System,{"ticketId":"e6caac57-4f0a-45d8-829c-8d9210b085e6"}
2026-01-04T21:21:48.059Z,3,AI_ASK,participant,{"ticketId":"e6caac57-4f0a-45d8-829c-8d9210b085e6";"found":true}
2026-01-04T21:21:58.701Z,3,TICKET_SPAWN,System,{"ticketId":"e0854623-e30a-462e-97b1-80628521dfa3"}
2026-01-04T21:27:33.114Z,1,TICKET_SPAWN,System,{"ticketId":"244c6ba4-1fcb-48b3-a69f-806f917946d1"}
2026-01-04T21:27:43.686Z,4,STAGE_START,ADMIN,{"stage":4}
2026-01-04T21:28:29.121Z,4,TICKET_SPAWN,System,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f"}
2026-01-04T21:28:51.209Z,4,AI_ASK,participant,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f";"found":false}
2026-01-04T21:28:52.524Z,4,AI_ASK,participant,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f";"found":false}
2026-01-04T21:29:04.081Z,4,TICKET_TAKEN,participant,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f"}
2026-01-04T21:29:09.518Z,4,TICKET_SOLVE,participant,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f";"kb":"kb_101"}
2026-01-04T21:29:17.126Z,4,TICKET_SPAWN,System,{"ticketId":"f78c1d97-cab0-48b4-b5fa-dd9c24f0e928"}
2026-01-04T21:29:25.115Z,4,TICKET_SPAWN,System,{"ticketId":"222ad464-9af3-4304-9fc7-caf1ca97e998"}
2026-01-04T21:29:34.129Z,4,AI_ASK,participant,{"ticketId":"222ad464-9af3-4304-9fc7-caf1ca97e998";"found":false}
2026-01-04T21:29:35.105Z,4,AI_ASK,participant,{"ticketId":"222ad464-9af3-4304-9fc7-caf1ca97e998";"found":false}
2026-01-04T21:29:38.976Z,4,TICKET_TAKEN,participant,{"ticketId":"222ad464-9af3-4304-9fc7-caf1ca97e998"}
2026-01-04T21:29:41.354Z,4,DELEGATE_REQUEST,participant,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f";"bot":"Иван Петров"}
2026-01-04T21:29:44.358Z,4,BOT_ACCEPT,Иван Петров,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f"}
2026-01-04T21:29:49.131Z,4,TICKET_SPAWN,System,{"ticketId":"3ecde02d-e1ed-4656-b265-346edffb269d"}
2026-01-04T21:29:50.153Z,4,AI_ASK,participant,{"ticketId":"f78c1d97-cab0-48b4-b5fa-dd9c24f0e928";"found":false}
2026-01-04T21:29:55.758Z,4,TICKET_TAKEN,participant,{"ticketId":"f78c1d97-cab0-48b4-b5fa-dd9c24f0e928"}
2026-01-04T21:29:57.130Z,4,TICKET_SPAWN,System,{"ticketId":"ebfff572-e4e7-4ea5-9780-13819e1ba1d2"}
2026-01-04T21:29:57.380Z,4,BOT_SOLVE,Иван Петров,{"ticketId":"b99c5d4f-1da7-4ed7-b458-735ad5b8a60f"}
2026-01-04T21:30:13.132Z,4,TICKET_SPAWN,System,{"ticketId":"9d89836e-f3cd-47cc-9c38-36aeaad1475c"}
2026-01-04T21:30:21.134Z,4,TICKET_SPAWN,System,{"ticketId":"e82515a8-e8a6-406a-b3ab-3d829d3cc0e1"}
2026-01-04T21:35:26.555Z,1,TICKET_SPAWN,System,{"ticketId":"6339c2fb-de52-488c-a4eb-5b9ea1d73c1a"}
2026-01-04T21:35:31.193Z,1,STAGE_START,ADMIN,{"stage":1}
2026-01-04T21:35:42.556Z,1,TICKET_SPAWN,System,{"ticketId":"051ceff3-07a0-4fa9-b328-008c208f6072"}
2026-01-04T21:35:58.557Z,1,TICKET_SPAWN,System,{"ticketId":"3e5ff1f4-85ad-49ec-b6be-961e4131cf5b"}
2026-01-04T21:36:06.558Z,1,TICKET_SPAWN,System,{"ticketId":"23e089a2-d1f9-448d-b62a-87ed6914e6d5"}
2026-01-04T21:36:14.559Z,1,TICKET_SPAWN,System,{"ticketId":"ea680a54-2537-4fb5-a27b-fe6aeb6bfdf4"}
2026-01-04T21:36:18.553Z,1,TICKET_SPAWN,System,{"ticketId":"8fcb0fa5-0ba8-41a0-9e86-e2ea3b7a4a00"}
2026-01-04T21:36:42.345Z,1,TICKET_TAKEN,participant,{"ticketId":"8fcb0fa5-0ba8-41a0-9e86-e2ea3b7a4a00"}
2026-01-04T21:49:28.422Z,2,STAGE_START,ADMIN,{"stage":2}
2026-01-04T21:49:32.490Z,2,TICKET_SPAWN,System,{"ticketId":"81d14be6-e270-4f2b-afed-1d4061c865ec"}
2026-01-04T21:49:40.489Z,2,TICKET_SPAWN,System,{"ticketId":"aed0479e-2b01-4ec8-b5df-86f1a8e202ed"}
2026-01-04T21:58:05.169Z,1,TICKET_SPAWN,System,{"ticketId":"76f23bbc-2dc2-4675-a7ae-0e272559f8a1"}
2026-01-04T21:58:06.339Z,3,STAGE_START,ADMIN,{"stage":3}
2026-01-04T21:58:21.170Z,3,TICKET_SPAWN,System,{"ticketId":"af756859-c02f-4c39-84de-7560b6dff890"}
2026-01-04T21:58:29.170Z,3,TICKET_SPAWN,System,{"ticketId":"0db12451-063c-451a-90fe-f8bd148422ed"}
2026-01-04T21:58:41.166Z,3,TICKET_SPAWN,System,{"ticketId":"f264502e-fe6e-4b2f-81cc-72ab9fe2fa06"}
2026-01-04T21:58:46.167Z,3,AI_ASK,participant,{"ticketId":"af756859-c02f-4c39-84de-7560b6dff890";"found":true}
2026-01-04T21:58:53.173Z,3,TICKET_SPAWN,System,{"ticketId":"3c3ce1f5-0dc4-49a8-8866-ed698cda170e"}
2026-01-04T21:59:01.173Z,3,TICKET_SPAWN,System,{"ticketId":"37a903c8-2992-4688-ae85-68f3a1aed82c"}
2026-01-04T21:59:09.173Z,3,TICKET_SPAWN,System,{"ticketId":"07001450-a6c9-4084-92f2-8256b55dd58c"}
2026-01-04T21:59:15.809Z,4,STAGE_START,ADMIN,{"stage":4}
2026-01-04T21:59:17.175Z,4,TICKET_SPAWN,System,{"ticketId":"6c2a4b62-8c56-49fb-a1b8-43d195a33853"}
2026-01-04T21:59:25.175Z,4,TICKET_SPAWN,System,{"ticketId":"ae66e798-0493-4ae9-8ef9-302c0a8c8e78"}
2026-01-04T21:59:33.177Z,4,TICKET_SPAWN,System,{"ticketId":"c03fffba-d942-464c-8658-597ae8981a74"}
2026-01-04T21:59:41.166Z,4,TICKET_SPAWN,System,{"ticketId":"50dc87d4-14ec-4d38-9fa7-c811f73363dc"}
2026-01-04T21:59:41.177Z,4,TICKET_SPAWN,System,{"ticketId":"441cfa21-bf70-4467-a9da-0dbef6d96573"}
2026-01-04T22:00:21.184Z,4,TICKET_SPAWN,System,{"ticketId":"a932d464-be55-4559-a7d2-7dfa5db7e65f"}
2026-01-04T22:00:37.186Z,4,TICKET_SPAWN,System,{"ticketId":"799e55ae-b068-49eb-9b3f-c99cc6dc451b"}
2026-01-04T22:00:41.166Z,4,TICKET_SPAWN,System,{"ticketId":"6e117ec5-e2b7-4489-aae1-addac9dc854a"}
2026-01-04T22:00:45.187Z,4,TICKET_SPAWN,System,{"ticketId":"64f2d749-a1c0-44ef-a0b3-acfdf32c34ca"}
2026-01-04T22:01:17.193Z,4,TICKET_SPAWN,System,{"ticketId":"4005f706-5ea4-4510-893e-495b44a26146"}
2026-01-04T22:01:41.169Z,4,TICKET_SPAWN,System,{"ticketId":"c088e8df-486f-4a0a-ad4e-889cbb8416d3"}
2026-01-04T22:01:41.196Z,4,TICKET_SPAWN,System,{"ticketId":"d6c752a1-cfeb-40e7-b335-f41736d9af28"}
2026-01-04T22:01:57.203Z,4,TICKET_SPAWN,System,{"ticketId":"ff886289-76cb-48e6-ad3f-f0f0d7dc1cc6"}
2026-01-04T22:02:21.185Z,4,TICKET_SPAWN,System,{"ticketId":"e1c9782b-2f93-4c6c-b1d8-8d3fb0f53b84"}
2026-01-04T22:02:29.183Z,4,TICKET_SPAWN,System,{"ticketId":"1dbcea5a-055d-4b26-b564-a0c352e6a3e2"}
2026-01-04T22:02:41.142Z,4,TICKET_SPAWN,System,{"ticketId":"73f351a0-0d33-4a0c-9d18-96260f58c260"}
2026-01-04T22:03:09.190Z,4,TICKET_SPAWN,System,{"ticketId":"df04ce2c-b542-4143-8a31-b61e9d23c394"}
2026-01-04T22:03:17.195Z,4,TICKET_SPAWN,System,{"ticketId":"090c5284-f7f2-4597-b036-5d6504b819a9"}
2026-01-04T22:18:19.054Z,4,TICKET_SPAWN,System,{"ticketId":"ff9ddd97-6250-40d3-b637-9d2f6e90ae65"}
2026-01-04T22:33:42.919Z,4,TICKET_SPAWN,System,{"ticketId":"dcc93a2b-96e9-4adf-839e-153719bf1185"}
2026-01-04T22:49:07.079Z,4,TICKET_SPAWN,System,{"ticketId":"b7d7f1ea-8340-4c50-9a95-5038496a84bb"}
2026-01-04T23:15:19.364Z,4,TICKET_SPAWN,System,{"ticketId":"7505745d-2fbc-4e0c-b9f3-f6618bdc8415"}
2026-01-04T23:15:35.368Z,4,TICKET_SPAWN,System,{"ticketId":"c9819b6c-a181-44a3-8860-a497d12e707f"}
2026-01-04T23:30:43.232Z,4,TICKET_SPAWN,System,{"ticketId":"65f7d74a-8cb2-4961-bc19-a830a5e26e13"}
2026-01-04T23:30:43.233Z,4,TICKET_SPAWN,System,{"ticketId":"af5e3059-3d4d-4820-baa3-f536af093379"}
2026-01-04T23:30:51.241Z,4,TICKET_SPAWN,System,{"ticketId":"95285618-d7c3-4009-b539-a68a144cbc3d"}
2026-01-04T23:30:59.248Z,4,TICKET_SPAWN,System,{"ticketId":"2ffead10-03b8-4c44-9004-448928b2eade"}
2026-01-05T00:01:31.785Z,4,TICKET_SPAWN,System,{"ticketId":"9de63630-7875-4471-b573-0c0e17a5a0f9"}
2026-01-05T00:01:31.786Z,4,TICKET_SPAWN,System,{"ticketId":"5bede7e5-62fb-4a7f-b402-044da87f4734"}
2026-01-05T00:01:39.778Z,4,TICKET_SPAWN,System,{"ticketId":"59fb2997-9719-4f81-b7b9-6294f3f644bb"}
2026-01-05T00:04:11.864Z,4,TICKET_SPAWN,System,{"ticketId":"d8fc6fa8-ae9b-4a24-b972-795d4ae4fe15"}
2026-01-05T00:19:19.704Z,4,TICKET_SPAWN,System,{"ticketId":"26f6e38d-3e60-41d5-9382-5859d6caad48"}
2026-01-05T00:19:27.707Z,4,TICKET_SPAWN,System,{"ticketId":"ef8340be-099a-43a7-a071-fe4cf959324f"}
2026-01-05T00:19:35.710Z,4,TICKET_SPAWN,System,{"ticketId":"1b013eef-2293-4eac-9d1a-e29d35af7086"}
2026-01-05T00:50:07.438Z,4,TICKET_SPAWN,System,{"ticketId":"344d992e-9a95-4074-bab7-c72ed94f8f90"}
2026-01-05T00:50:23.420Z,4,TICKET_SPAWN,System,{"ticketId":"1adb944c-d06e-421f-81ff-704b9b1fa086"}
2026-01-05T01:05:31.253Z,4,TICKET_SPAWN,System,{"ticketId":"8e789b2c-258e-4139-968f-08add2d506e6"}
2026-01-05T01:20:55.147Z,4,TICKET_SPAWN,System,{"ticketId":"aa110d2d-b7cd-403d-9ce6-eedd1fd05de3"}
2026-01-05T01:20:55.147Z,4,TICKET_SPAWN,System,{"ticketId":"56d98892-2ddb-470c-a1f2-6e7ae952d256"}
2026-01-05T01:21:03.160Z,4,TICKET_SPAWN,System,{"ticketId":"0ef0dcc8-6fcd-4c60-a787-ec149e70d880"}
2026-01-05T01:36:19.030Z,4,TICKET_SPAWN,System,{"ticketId":"51847e53-5f3b-42a4-a208-af6d903dd39d"}
2026-01-05T01:36:19.031Z,4,TICKET_SPAWN,System,{"ticketId":"39594902-cc3d-4ea4-addf-e78aa994c943"}
2026-01-05T01:36:27.036Z,4,TICKET_SPAWN,System,{"ticketId":"f13dee5a-5605-4c93-af1e-6e1d0ceccaf6"}
2026-01-05T01:51:43.263Z,4,TICKET_SPAWN,System,{"ticketId":"5e71753a-a7d1-479d-9211-599394ea86ac"}
2026-01-05T02:07:07.191Z,4,TICKET_SPAWN,System,{"ticketId":"c86c8e5f-e4e7-4ae6-bada-7fedd96c16ec"}
2026-01-05T02:07:23.184Z,4,TICKET_SPAWN,System,{"ticketId":"49d55bd3-3712-47f9-b519-1533412f958d"}
2026-01-05T02:22:31.074Z,4,TICKET_SPAWN,System,{"ticketId":"140e2f88-8d2a-4b39-8732-7e49e0a3cb36"}
2026-01-05T02:22:47.066Z,4,TICKET_SPAWN,System,{"ticketId":"4587a327-ee8f-44c1-bde1-ad1bdeb88e15"}
2026-01-05T02:53:18.858Z,4,TICKET_SPAWN,System,{"ticketId":"d61c76b6-af50-4ce5-9dad-f4eb20867432"}
2026-01-05T02:53:26.861Z,4,TICKET_SPAWN,System,{"ticketId":"f2d03352-67ea-485b-b863-653dee5ec941"}
2026-01-05T03:08:42.758Z,4,TICKET_SPAWN,System,{"ticketId":"4eac5196-bb54-46fe-bca8-2f0f5b6b5245"}
2026-01-05T03:08:42.759Z,4,TICKET_SPAWN,System,{"ticketId":"b7a66193-b063-4a3f-8304-e315e2f2f174"}
2026-01-05T03:24:06.657Z,4,TICKET_SPAWN,System,{"ticketId":"d323acfe-42fe-4bff-a114-eda36506552c"}
2026-01-05T03:39:46.563Z,4,TICKET_SPAWN,System,{"ticketId":"a7d59d0e-161f-4d8a-bf00-497c74c63f50"}
2026-01-05T03:54:48.438Z,4,TICKET_SPAWN,System,{"ticketId":"4cf15bcb-3ed2-4072-9bea-c238b00664b1"}
2026-01-05T03:54:56.429Z,4,TICKET_SPAWN,System,{"ticketId":"701865bf-e2c8-4428-9d22-0a66e7cd8469"}
2026-01-05T03:59:40.001Z,4,TICKET_SPAWN,System,{"ticketId":"6eb0376d-9bfe-4e17-9eb0-04f20c566085"}
2026-01-05T03:59:40.002Z,4,TICKET_SPAWN,System,{"ticketId":"1eef36a9-9f10-4844-adba-e6ebd3235341"}
2026-01-05T03:59:48.001Z,4,TICKET_SPAWN,System,{"ticketId":"0072f339-bb37-4d70-9f20-efb387dd84bb"}
2026-01-05T04:14:49.868Z,4,TICKET_SPAWN,System,{"ticketId":"e9dd74b5-2d3c-4811-b029-0693a5e53ffd"}
2026-01-05T04:30:14.062Z,4,TICKET_SPAWN,System,{"ticketId":"253f8aa6-c964-4c00-9236-e2b9acff2929"}
2026-01-05T04:30:14.064Z,4,TICKET_SPAWN,System,{"ticketId":"bedd44b7-5260-469e-8bae-80f25f69192f"}
2026-01-05T04:30:30.073Z,4,TICKET_SPAWN,System,{"ticketId":"9d3badfa-c57e-4804-82f0-a13d76f2fbca"}
2026-01-05T04:45:37.938Z,4,TICKET_SPAWN,System,{"ticketId":"dfdec1ae-2527-4c3d-bc9d-e834c6fcf2e3"}
2026-01-05T05:01:01.833Z,4,TICKET_SPAWN,System,{"ticketId":"c0b73bce-2801-4950-8919-d6cfc9c5a1fb"}
2026-01-05T05:16:25.728Z,4,TICKET_SPAWN,System,{"ticketId":"15216c10-9a90-4140-b3f4-7135c594fef8"}
